@echo off
@table piarc
@mode list
@istru tag, starttime, endtime, count
10CJA00DE100.XQ20I,06-Oct-2012 20:00:00, 06-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20,06-Oct-2012 21:00:00, 06-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20I,06-Oct-2012 21:00:00, 06-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20,06-Oct-2012 22:00:00, 06-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20I,06-Oct-2012 22:00:00, 06-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20,06-Oct-2012 23:00:00, 07-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20I,06-Oct-2012 23:00:00, 07-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 00:00:00, 07-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 00:00:00, 07-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 01:00:00, 07-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 01:00:00, 07-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 02:00:00, 07-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 02:00:00, 07-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 03:00:00, 07-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 03:00:00, 07-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 04:00:00, 07-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 04:00:00, 07-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 05:00:00, 07-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 05:00:00, 07-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 06:00:00, 07-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 06:00:00, 07-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 07:00:00, 07-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 07:00:00, 07-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 08:00:00, 07-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 08:00:00, 07-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 09:00:00, 07-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 09:00:00, 07-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 10:00:00, 07-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 10:00:00, 07-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 11:00:00, 07-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 11:00:00, 07-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 12:00:00, 07-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 12:00:00, 07-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 13:00:00, 07-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 13:00:00, 07-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 14:00:00, 07-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 14:00:00, 07-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 15:00:00, 07-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 15:00:00, 07-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 16:00:00, 07-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 16:00:00, 07-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 17:00:00, 07-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 17:00:00, 07-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 18:00:00, 07-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 18:00:00, 07-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 19:00:00, 07-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 19:00:00, 07-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 20:00:00, 07-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 20:00:00, 07-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 21:00:00, 07-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 21:00:00, 07-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 22:00:00, 07-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 22:00:00, 07-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20,07-Oct-2012 23:00:00, 08-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20I,07-Oct-2012 23:00:00, 08-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 00:00:00, 08-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 00:00:00, 08-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 01:00:00, 08-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 01:00:00, 08-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 02:00:00, 08-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 02:00:00, 08-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 03:00:00, 08-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 03:00:00, 08-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 04:00:00, 08-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 04:00:00, 08-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 05:00:00, 08-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 05:00:00, 08-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 06:00:00, 08-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 06:00:00, 08-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 07:00:00, 08-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 07:00:00, 08-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 08:00:00, 08-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 08:00:00, 08-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 09:00:00, 08-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 09:00:00, 08-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 10:00:00, 08-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 10:00:00, 08-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 11:00:00, 08-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 11:00:00, 08-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 12:00:00, 08-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 12:00:00, 08-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 13:00:00, 08-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 13:00:00, 08-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 14:00:00, 08-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 14:00:00, 08-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 15:00:00, 08-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 15:00:00, 08-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 16:00:00, 08-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 16:00:00, 08-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 17:00:00, 08-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 17:00:00, 08-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 18:00:00, 08-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 18:00:00, 08-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 19:00:00, 08-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 19:00:00, 08-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 20:00:00, 08-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 20:00:00, 08-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 21:00:00, 08-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 21:00:00, 08-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 22:00:00, 08-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 22:00:00, 08-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20,08-Oct-2012 23:00:00, 09-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20I,08-Oct-2012 23:00:00, 09-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 00:00:00, 09-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 00:00:00, 09-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 01:00:00, 09-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 01:00:00, 09-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 02:00:00, 09-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 02:00:00, 09-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 03:00:00, 09-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 03:00:00, 09-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 04:00:00, 09-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 04:00:00, 09-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 05:00:00, 09-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 05:00:00, 09-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 06:00:00, 09-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 06:00:00, 09-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 07:00:00, 09-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 07:00:00, 09-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 08:00:00, 09-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 08:00:00, 09-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 09:00:00, 09-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 09:00:00, 09-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 10:00:00, 09-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 10:00:00, 09-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 11:00:00, 09-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 11:00:00, 09-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 12:00:00, 09-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 12:00:00, 09-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 13:00:00, 09-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 13:00:00, 09-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 14:00:00, 09-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 14:00:00, 09-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 15:00:00, 09-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 15:00:00, 09-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 16:00:00, 09-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 16:00:00, 09-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 17:00:00, 09-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 17:00:00, 09-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 18:00:00, 09-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 18:00:00, 09-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 19:00:00, 09-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 19:00:00, 09-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 20:00:00, 09-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 20:00:00, 09-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 21:00:00, 09-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 21:00:00, 09-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 22:00:00, 09-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 22:00:00, 09-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20,09-Oct-2012 23:00:00, 10-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20I,09-Oct-2012 23:00:00, 10-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 00:00:00, 10-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 00:00:00, 10-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 01:00:00, 10-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 01:00:00, 10-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 02:00:00, 10-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 02:00:00, 10-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 03:00:00, 10-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 03:00:00, 10-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 04:00:00, 10-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 04:00:00, 10-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 05:00:00, 10-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 05:00:00, 10-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 06:00:00, 10-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 06:00:00, 10-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 07:00:00, 10-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 07:00:00, 10-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 08:00:00, 10-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 08:00:00, 10-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 09:00:00, 10-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 09:00:00, 10-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 10:00:00, 10-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 10:00:00, 10-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 11:00:00, 10-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 11:00:00, 10-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 12:00:00, 10-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 12:00:00, 10-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 13:00:00, 10-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 13:00:00, 10-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 14:00:00, 10-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 14:00:00, 10-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 15:00:00, 10-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 15:00:00, 10-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 16:00:00, 10-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 16:00:00, 10-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 17:00:00, 10-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 17:00:00, 10-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 18:00:00, 10-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 18:00:00, 10-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 19:00:00, 10-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 19:00:00, 10-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 20:00:00, 10-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 20:00:00, 10-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 21:00:00, 10-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 21:00:00, 10-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 22:00:00, 10-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 22:00:00, 10-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20,10-Oct-2012 23:00:00, 11-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20I,10-Oct-2012 23:00:00, 11-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 00:00:00, 11-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 00:00:00, 11-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 01:00:00, 11-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 01:00:00, 11-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 02:00:00, 11-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 02:00:00, 11-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 03:00:00, 11-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 03:00:00, 11-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 04:00:00, 11-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 04:00:00, 11-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 05:00:00, 11-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 05:00:00, 11-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 06:00:00, 11-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 06:00:00, 11-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 07:00:00, 11-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 07:00:00, 11-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 08:00:00, 11-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 08:00:00, 11-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 09:00:00, 11-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 09:00:00, 11-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 10:00:00, 11-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 10:00:00, 11-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 11:00:00, 11-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 11:00:00, 11-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 12:00:00, 11-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 12:00:00, 11-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 13:00:00, 11-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 13:00:00, 11-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 14:00:00, 11-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 14:00:00, 11-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 15:00:00, 11-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 15:00:00, 11-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 16:00:00, 11-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 16:00:00, 11-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 17:00:00, 11-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 17:00:00, 11-Oct-2012 18:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 18:00:00, 11-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 18:00:00, 11-Oct-2012 19:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 19:00:00, 11-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 19:00:00, 11-Oct-2012 20:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 20:00:00, 11-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 20:00:00, 11-Oct-2012 21:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 21:00:00, 11-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 21:00:00, 11-Oct-2012 22:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 22:00:00, 11-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 22:00:00, 11-Oct-2012 23:00:00 ,1
10CJA00DE100.XQ20,11-Oct-2012 23:00:00, 12-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20I,11-Oct-2012 23:00:00, 12-Oct-2012 00:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 00:00:00, 12-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 00:00:00, 12-Oct-2012 01:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 01:00:00, 12-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 01:00:00, 12-Oct-2012 02:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 02:00:00, 12-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 02:00:00, 12-Oct-2012 03:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 03:00:00, 12-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 03:00:00, 12-Oct-2012 04:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 04:00:00, 12-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 04:00:00, 12-Oct-2012 05:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 05:00:00, 12-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 05:00:00, 12-Oct-2012 06:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 06:00:00, 12-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 06:00:00, 12-Oct-2012 07:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 07:00:00, 12-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 07:00:00, 12-Oct-2012 08:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 08:00:00, 12-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 08:00:00, 12-Oct-2012 09:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 09:00:00, 12-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 09:00:00, 12-Oct-2012 10:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 10:00:00, 12-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 10:00:00, 12-Oct-2012 11:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 11:00:00, 12-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 11:00:00, 12-Oct-2012 12:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 12:00:00, 12-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 12:00:00, 12-Oct-2012 13:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 13:00:00, 12-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 13:00:00, 12-Oct-2012 14:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 14:00:00, 12-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 14:00:00, 12-Oct-2012 15:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 15:00:00, 12-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 15:00:00, 12-Oct-2012 16:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 16:00:00, 12-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20I,12-Oct-2012 16:00:00, 12-Oct-2012 17:00:00 ,1
10CJA00DE100.XQ20,12-Oct-2012 17:00:00, 12-Oct-2012 18:00:00 ,1
